"","crashDates","crashLocation","crashOperator","crashType","crashOutcome","crashF","crashP","Prop","crashYear"
"4085",2004-07-02,"Panama City, Panama","Air Trek
","IAI 1124 Westwind","6/6(1)",6,6,1,"2004"
"4086",2004-07-10,"Ticonderoga, New York","Capital Airlines Inc.
","Piper PA-31-350 Navajo Chieftain","2/2(0)",2,2,1,"2004"
"4087",2004-07-12,"Beef Island, British Virgin Islands","Dodita Air Cargo
","Convair CV-440","1/2(0)",1,2,0.5,"2004"
"4088",2004-07-22," Macaé , Rio de Janeiro , Brazil","BHS - Brazilian Helicopter Service  Air Taxi
","Sikorsky S 76","6/11(0)",6,11,0.55,"2004"
"4089",2004-07-29,"Ononge, Papua New Guinea","Airlines of PNG
","de Havilland DHC-6 Twin Otter 300","2/3(0)",2,3,0.67,"2004"
"4090",2004-08-13,"Cincinnati, Ohio","Air Taroma
","Convair CV-580","1/2(0)",1,2,0.5,"2004"
"4091",2004-08-17,"Great Falls, Montana","Alpine Air Express
","Beechcraft 99","2/2(0)",2,2,1,"2004"
"4092",2004-08-18,"Goma, Democratic Republic Congo","Transworld Safaris
","Cessna 208B Grand Caravan","3/3(0)",3,3,1,"2004"
"4093",2004-08-21,"Maracay, Venezuela","Military - Venezuelan Air Force
","Shorts 360","25/25(0)",25,25,1,"2004"
"4094",2004-08-24,"Toula, Russia","Volga-Avia Express
","Tupolev 134A-3","41/41(0)",41,41,1,"2004"
"4095",2004-08-24,"Rostov-on-Don, Russia","Sibir Airlines
","Tupolev 154B-2","46/46(0)",46,46,1,"2004"
"4096",2004-08-27,"Mc Grath, Alaska","Mavrik Aire Transport
","de Havilland DHC-3 Otter","1/3(0)",1,3,0.33,"2004"
"4097",2004-09-09,"Villahermosa, Mexico","Jett Paqueteria SA
","Rockwell CT-39A Sabreliner","2/2(0)",2,2,1,"2004"
"4098",2004-09-11,"Mount Athos, Greece","Military - Greek Army
","CH-47D Chinook","17/17(0)",17,17,1,"2004"
"4099",2004-09-29,"Tortuguero lagoon, Puerto Rico","Air Flamence
","Pilatus-Britten Norman BN-2A-27 Islander","1/1(0)",1,1,1,"2004"
"4100",2004-10-05,"Kaduqli, Sudan","Sarit Airlines
","Antonov AN-12","4/4(0)",4,4,1,"2004"
"4101",2004-10-14,"Halifax, Nova Scotia, Canada","MK Airlines
","Boeing 747-244B-SF","7/7(0)",7,7,1,"2004"
"4102",2004-10-14,"Jefferson City, Missouri","Pinnacle Airlines/Northwest Airlink
","Canadair CRJ200LR RegionalJet","2/2(0)",2,2,1,"2004"
"4103",2004-10-15,"Medellin, Colombia","Aerovanguardia
","Douglas DC-3C","3/3(0)",3,3,1,"2004"
"4104",2004-10-16,"Coron Island, Philippines","Pacific Air
","Pilatus Britten-Norman BN-2A-21 Islander","2/2(0)",2,2,1,"2004"
"4105",2004-10-19,"Kirksville, Missouri","Corporate Airlines (American Connection)
","Bae Jetstream 3201","13/15(0)",13,15,0.87,"2004"
"4106",2004-10-24,"Martinsville, Virginia","Private - Hendrick Motorsports Inc.
","Beech 200 Super King Air","10/10(0)",10,10,1,"2004"
"4107",2004-10-24,"San Diego, California","Med Flight Air Ambulance - Private
","Learjet 35A","5/5(0)",5,5,1,"2004"
"4108",2004-11-18,"Caracas, Venezuela","Venezolana
","BAe 3101 Jetstream 31","3/21(0)",3,21,0.14,"2004"
"4109",2004-11-21,"Baotou, Inner Mongolia, China","China Eastern Airlines
","Bombardier CRJ200","53/53(0)",53,53,1,"2004"
"4110",2004-11-22,"Houston, Texas","Business Jet Services
","Grumman Gulfstream G3","3/3(0)",3,3,1,"2004"
"4111",2004-11-27,"Bagram, Afghanstan","Presidental Airways Inc. - Air Taxi
","CASA 212-CC","6/6(0)",6,6,1,"2004"
"4112",2004-11-28,"Montrose, Colorado","Glow Air/Air Castle - Charter
","Canadair CL-601-2A12 Challenger","3/6(0)",3,6,0.5,"2004"
"4113",2004-11-30,"Saint Louis, Missouri","Grand Aire
","HBB HFB-320 Hansa Jet","2/2(0)",2,2,1,"2004"
"4114",2004-11-30,"Solo, Indonesia","Lion Air
","McDonnell-Douglas MD-82","26/154(0)",26,154,0.17,"2004"
"4115",2004-12-06,"Bellevue, Idaho","Salmon Air - Air Taxi
","Cesna 208 Caravan","2/2(0)",2,2,1,"2004"
"4116",2004-12-07,"La Macarena, Colombia","SAVIARE S.A. - Air Taxi
","Cessna TU206G","6/6(0)",6,6,1,"2004"
"4117",2004-12-10,"El Junquito, Venezuela","Guardia Nacional de Venezuela
","PZL-Mielec M28","16/16(0)",16,16,1,"2004"
"4118",2004-12-11,"Uberaba, Brazil","NHR Táxi-Aéreo
","Embraer EMB-110 Bandeirante","2/2(1)",2,2,1,"2004"
"4119",2004-12-11,"Jeddah, Saudi Arabia","Airline Transport
","Ilyushin II-76TD","1/7(0)",1,7,0.14,"2004"
"4120",2005-01-13,"Manguipayan, Colombia","Military - Colombian government
","Black Hawk helicopter","20/20(0)",20,20,1,"2005"
"4121",2005-01-13,"Tura,Siberia, Russia","Tura Air Enterprise
","Antonov AN-2","9/9(0)",9,9,1,"2005"
"4122",2005-01-13,"Keene, New Hampshire","AirNow
","Embraer EMB-110 Bandeirante","1/1(0)",1,1,1,"2005"
"4123",2005-01-26,"Rutbah, Iraq","Military - U.S. Marines
","CH53E Sea Stallion","31/31(0)",31,31,1,"2005"
"4124",2005-01-27,"Lasi, Hungary","Farnair Hungary
","Let 410UVP-E4","2/2(0)",2,2,1,"2005"
"4125",2005-01-30,"Al Taji, Iraq","Military - Royal Air Force
","Lockheed Hercules C.1","10/10(0)",10,10,1,"2005"
"4126",2005-02-03,"Khartoum, Sudan","Air West
","Ilyushin 76TD","7/7(0)",7,7,1,"2005"
"4127",2005-02-03,"Peshawar, Pakistan","Kam Air
","Boeing B-737-200","104/104(0)",104,104,1,"2005"
"4128",2005-02-10,"Lebec, California","Action Air Express Inc. - Air Taxi
","Cessna P210N","2/2(0)",2,2,1,"2005"
"4129",2005-02-16,"Pueblo, Colorado","Circuit City Stores - Charter
","Cessna 560 Citation V","8/8(0)",8,8,1,"2005"
"4130",2005-02-22,"Sarmi, Indonesia
	
Sarmi, Indonesia","Indonesian National Police
","CASA 212 Aviocar","15/18(0)",15,18,0.83,"2005"
"4131",2005-02-22,"Bimin, Papua, New Guinea","Missionary Aviation Fellowship
","de Havilland DHC-6 Twin Otter 300","2/13(0)",2,13,0.15,"2005"
"4132",2005-03-08,"Chrallave, Venezuela","Air Global
","Cessna 500 Citation I","2/2(0)",2,2,1,"2005"
"4133",2005-03-15,"Campbeltown, United Kingdom","Loganair
","Pilatus-Britten Norman BN-2B-26 Islander","2/2(0)",2,2,1,"2005"
"4134",2005-03-16,"Varandey, Russia","Regional Airlines
","Antonov 24","28/52(0)",28,52,0.54,"2005"
"4135",2005-03-23,"Mwanza, Tanzania","Air Transport
","Ilyushin IL-76TD","8/8(0)",8,8,1,"2005"
"4136",2005-03-26,"El Embrujo, Providencia Island, Colombia","West Caribbean Airways
","Let-410UVP-E","8/14(0)",8,14,0.57,"2005"
"4137",2005-03-31,"Rovie, Albania","Military - U.S. Air Force
","Lockheed Hercules MC-130H","9/9(0)",9,9,1,"2005"
"4138",2005-04-12,"Enarotali, Indonesia","GT Air
","de Havilland Canada DHC-6 Twin Otter 100","18/18(0)",18,18,1,"2005"
"4139",2005-04-20,"Tehran, Iran","Saha Airline Services
","Boeing B-707-3J9C","3/169(0)",3,169,0.02,"2005"
"4140",2005-04-21,"Baghdad, Iraq","Military - Bulgarian
","Mil Mi-8","11/11(0)",11,11,1,"2005"
"4141",2005-04-28,"Pisco, Peru","Military - Fuerza Del Peru
","Let 410UVP","13/13(0)",13,13,1,"2005"
"4142",2005-05-02,"Stratford, New Zealand","Airwork NZ
","Swearingen SA.227AC Metro III","2/2(0)",2,2,1,"2005"
"4143",2005-05-05,"Kisangani, Democratic Republic Congo","Kisangani Airlift
","Antonov AN-26","10/11(0)",10,11,0.91,"2005"
"4144",2005-05-07,"Lockhart River, Queensland, Australia","Aero-Tropics
","Swearingen SA-227AC Metro III","15/15(0)",15,15,1,"2005"
"4145",2005-05-16,"El Portezulo, Argentina","Transportes Aereos Don Carlos - Charter
","Beech 65-A80 Queenaire","10/10(0)",10,10,1,"2005"
"4146",2005-05-18,"Mongu, Zambia","Military - Zambia Air Force
","Yunshuji Y-12","13/13(0)",13,13,1,"2005"
"4147",2005-05-25,"Walungu, Congo","Charter - Maniema Union (owner Victoria Air)
","Antonov AN-12BP","27/27(0)",27,27,1,"2005"
"4148",2005-06-02,"Khartoom, Sudan","Marsland Aviation
","Antonov AN-24B","7/42(0)",7,42,0.17,"2005"
"4149",2005-07-16,"Baney, Equatorial Guinea","Ecuatair
","Antonov AN-24B","60/60(0)",60,60,1,"2005"
"4150",2005-08-02,"Toronto, Canada","Air France
","Airbus A-340","0/309(0)",0,309,0,"2005"
"4151",2005-08-06,"Palermo, Italy","Tuninter
","ATR-72-202","16/39(0)",16,39,0.41,"2005"
"4152",2005-08-10,"Talinn, Estonia","Copterline
","Sikorsky S-76C","14/14(0)",14,14,1,"2005"
"4153",2005-08-14,"Grammatikos, Greece","Helios Airways
","Boeing 737-31S","121/121(0)",121,121,1,"2005"
"4154",2005-08-16,"La Cucharita, Venezuela","West Caribbean Airways
","McDonnell Douglas MD-82","160/160(0)",160,160,1,"2005"
"4155",2005-08-23,"Pucallpa, Peru","TANS Peru
","Boeing B-737-244","40/98(0)",40,98,0.41,"2005"
"4156",2005-09-05,"Isiro, Democtratic Republic Congo","Kavatshi Airlines
","Antonov 26B","11/11(0)",11,11,1,"2005"
"4157",2005-09-05,"Medan, Indonesia","Mandala Airlines
","Boeing 737-230","99/117(44)",99,117,0.85,"2005"
"4158",2005-09-09,"Brazzaville, Congo","Air Kasai
","Antonov AN-26A","14/14(0)",14,14,1,"2005"
"4159",2005-09-15,"Alto da Boa Vista, Brazil","Viaçao Cometa
","Cessna 525 CitationJet I","2/2(0)",2,2,1,"2005"
"4160",2005-09-16,"San Juan de Manapiare, Venezuela","Wayumi Air Taxi
","Cessna 207 Skywagon","4/4(0)",4,4,1,"2005"
"4161",2005-09-23,"Haena, Hawaii","Heli-USA Airways, Inc - Air Taxi
","Aerospatiale AS-350BA","4/6(0)",4,6,0.67,"2005"
"4162",2005-10-04,"Aru, Democratic Republic Cogo","Wimbi Dira Airways
","Antonov 12V","2/100(0)",2,100,0.02,"2005"
"4163",2005-10-06,"Winnipeg, Canada","Morningstar Air Express
","Cessna 208B","1/1(0)",1,1,1,"2005"
"4164",2005-10-22,"Lisa, Nigeria","Bellview Airlines
","Boeing B-737-2L9","117/117(0)",117,117,1,"2005"
"4165",2005-11-19,"Stupino, Russia","Ivolga Avia
","Cessna 208B Grand Caravan I","8/8(0)",8,8,1,"2005"
"4166",2005-12-06,"Tehran, Iran","Military - Islamic Republic of Iran Air Force
","Lockheed C-130B Hercules","94/94(14)",94,94,1,"2005"
"4167",2005-12-08,"Chicago, Illinois","Southwest Airlines
","Boeing B-737-7H4","0/103(1)",0,103,0,"2005"
"4168",2005-12-10,"Port Harcourt, Nigeria","Sosoliso Airlines
","McDonnell DC-9-32","108/110(0)",108,110,0.98,"2005"
"4169",2005-12-19,"Miami Beach, Florida","Chalk's Ocean Airways
","Grumman G73T Turbo Mallard","20/20(0)",20,20,1,"2005"
"4170",2005-12-23,"Nardaran, Azerbaijan","Azerbaijan Airlines
","Antonov AN-140-100","23/23(0)",23,23,1,"2005"
"4171",2005-12-28,"Truckee, California","Skyward Aviation
","Gates Learjet 35A","2/2(0)",2,2,1,"2005"
"4172",2006-01-02,"Karkov","Evolga
","British Aerospace BAe-125-700A","3/3(0)",3,3,1,"2006"
"4173",2006-01-07,"Tal Afar, Iraq","Military - US Army
","UH-60L Black Hawk","12/12(0)",12,12,1,"2006"
"4174",2006-01-08,"Bukalaza, Uganda","Service Air
","Antonov 12","6/6(0)",6,6,1,"2006"
"4175",2006-01-09,"Orumiyeh, Iran","Military - Iranian Revolutionary Guard Corps Air Force
","Dassault Falcon 20","11/11(0)",11,11,1,"2006"
"4176",2006-01-19,"Telkibanya, Hungary","Military - Slovak Air Force
","Antonov AN-24V","42/43(0)",42,43,0.98,"2006"
"4177",2006-01-21,"Port Alberni, British Columbia, Canada","Sonic Blue Airways
","Cessna 208B Grand Caravan","3/8(0)",3,8,0.38,"2006"
"4178",2006-02-05,"Watertown, Wisconson","Air Cargo Carriers
","Shorts 360-100 /Shorts 360-300","3/3(0)",3,3,1,"2006"
"4179",2006-02-08,"Paris, Tennessee","TriCoastal Air
","Swearingen SA.226TC Metro II","1/1(0)",1,1,1,"2006"
"4180",2006-03-07,"Labiano, Spain","Aerovalles
","Cessna 421C Golden Eagle III","6/6(0)",6,6,1,"2006"
"4181",2006-03-09,"La Paz, Bolivia","Military - Fuerza Aérea Argentina
","Learjet 35A","6/6(0)",6,6,1,"2006"
"4182",2006-03-18,"Butte, Montana","Ameriflight
","Beechcraft C99","2/2(0)",2,2,1,"2006"
"4183",2006-03-24,"Cuenca, Ecuador","ATESA
","Cessna 208B Grand Caravan","5/14(0)",5,14,0.36,"2006"
"4184",2006-03-31,"Rio Bonito, Brazil","Team Air
","Let L410UVP-E20","19/19(0)",19,19,1,"2006"
"4185",2006-04-10,"Marsabit, Kenya","Military - Kenya Air Force
","Harbin Yunshuji Y-12-II","14/17(0)",14,17,0.82,"2006"
"4186",2006-04-23,"Tersky, Russia","Yug Avia
","Antonov AN-2R
	
Antonov AN-2R","4/5(0)",4,5,0.8,"2006"
"4187",2006-04-23,"Kousséri, Cameroon","Military - Lybian Arab Air Force
","Antonov 74TK-200","6/6(0)",6,6,1,"2006"
"4188",2006-04-24,"Lashkar Gah, Afghanistan","U.S. Government (leased)
","Antonov AN-32B","2/16(3)",2,16,0.12,"2006"
"4189",2006-04-28,"Peak Margarita, Uganda","King Air Charter
","Cessna 208B Grand Caravan","3/3(0)",3,3,1,"2006"
"4190",2006-05-03,"Sochi, Russia","Armavia
","Airbus A320-211","113/113(0)",113,113,1,"2006"
"4191",2006-05-14,"La Ronge, Saskatchewan","Saskatchewan Government Northern Air Operations
","Convair CV-580","1/3(0)",1,3,0.33,"2006"
"4192",2006-05-23,"São Tomé Island","Air São Tomé
","de Havilland Canada DHC-6 Twin Otter 300","4/4(0)",4,4,1,"2006"
"4193",2006-06-02,"Groton, Connecticut","International Jet Charter
","Learjet 35A","2/5(0)",2,5,0.4,"2006"
"4194",2006-06-03,"Yaocun, China","Military - Chinese Air Force
","KJ-2000","40/40(0)",40,40,1,"2006"
"4195",2006-06-08,"Mullan, Idaho","Air Taxi - Majestic Alliance
","Cessna TU206G","2/2(0)",2,2,1,"2006"
"4196",2006-06-11,"Abéché, Chad","Military - Chadian Air Force
","Lockheed C-130 Hercules","5/7(0)",5,7,0.71,"2006"
"4197",2006-06-21,"Jumla, Napal","Yeti Airlines
","de Havilland Canada DHC-6 Twin Otter 300","9/9(0)",9,9,1,"2006"
"4198",2006-06-30,"Vilanculos, Mozambique","Naturelink
","Cessna 208B Grand Caravan","1/3(0)",1,3,0.33,"2006"
"4199",2006-07-02,"Hamburg, Germany","Himmelsschreiber
","de Havilland DHC-2 Beaver","5/6(1)",5,6,0.83,"2006"
"4200",2006-07-07,"Sake, Democratic Republic Congo","Mango Airlines
","Antonov AN-12B","5/5(0)",5,5,1,"2006"
"4201",2006-07-09,"Irkutsk, Russia","Sibir (S7)
","Airbus A-310-324ET","125/203(0)",125,203,0.62,"2006"
"4202",2006-07-10,"Multan, Pakistan","Pakistan International Airlines
","Fokker F-27 Friendship 200","45/45(0)",45,45,1,"2006"
"4203",2006-07-27,"Afghanistan","Afghan Army
","Mil Mi-8","16/16(0)",16,16,1,"2006"
"4204",2006-08-03,"Bukavu, Democratic Republic Congo","Tracep
","Antonov AN-28","17/17(0)",17,17,1,"2006"
"4205",2006-08-04,"Pownal, Vermont","AirNow
","Embraer 110 Bandeirante","1/1(0)",1,1,1,"2006"
"4206",2006-08-13,"Piacenza, Italy","Air Algerie
","Lockheed L-100-30 Hercules","3/3(0)",3,3,1,"2006"
"4207",2006-08-22,"Donetsk, Ukraine","Pulkovo Airlines
","Tupolev Tu-154M","160/160(0)",160,160,1,"2006"
"4208",2006-08-27,"Lexington, Kentucky","Comair
","Canadair CRJ-200ER","49/50(0)",49,50,0.98,"2006"
"4209",2006-09-01,"Mahad, Iran","Iran Air Tours
","Tupolev Tu-154M","29/148(0)",29,148,0.2,"2006"
"4210",2006-09-02,"Kandahar, Afghanistan","Military - Royal Air Force
","British Aerospace Nimrod MR-2","14/14(0)",14,14,1,"2006"
"4211",2006-09-11,"Vladikavkaz, Russia","Military - Russian Army
","Mi-8 helicopter","12/15(0)",12,15,0.8,"2006"
"4212",2006-09-17,"Vandeikya, Nigeria","Military - Nigerian Air Force
","Dornier 228","13/18(0)",13,18,0.72,"2006"
"4213",2006-09-29,"Sao Felix do Araguaia , Brazil","Gol Airlines / Private
","Boeing B-737-8EH /EMB-135JB","154/161(0)",154,161,0.96,"2006"
"4214",2006-10-10,"Stord, Norway","Atlantic Airways
","BAe 146-200","4/16(0)",4,16,0.25,"2006"
"4215",2006-10-19,"Tashkent, Russia","Military - Russian Air Force/Uzbekistan Airways
","Antonov An-2","15/15(0)",15,15,1,"2006"
"4216",2006-10-29,"Abuja, Nigeria","ADC Airlines
","Boeing 737-2B7","96/105(0)",96,105,0.91,"2006"
"4217",2006-11-17,"Puncak Jaya, Indonesia","Trigana Air Service
","de Havilland Canada DHC-6 Twin Otter 300","12/12(0)",12,12,1,"2006"
"4218",2006-11-18,"Leticia, Colombia","Aerosucre Colombia
","Boeing 727-23F","5/5(0)",5,5,1,"2006"
"4219",2006-11-27,"Tehran, Iran","Military - Iranian Revolutionary Guard Corps Air Force
","Antonov 74T-200","38/38(0)",38,38,1,"2006"
"4220",2006-12-10,"Cajon Pass, California","Air ambulance - Mercy Air Services
","Bell 412","3/3(0)",3,3,1,"2006"
"4221",2006-12-14,"Port Heiden, Alaska","PenAir
","Piper PA-32-301 Cherokee","2/2(0)",2,2,1,"2006"
"4222",2006-12-16,"Mbeya, Tanzania","Air Charter - Tanzanian Air Services
","Cessna 310R","3/6(0)",3,6,0.5,"2006"
"4223",2007-01-01,"Parepare, Indonesia","Adam Air
","Boeing B-737-4Q8","102/102(0)",102,102,1,"2007"
"4224",2007-01-05,"Matabwe, Tanzania","DJB Air Charter
","Piper PA-31-310","1/10(0)",1,10,0.1,"2007"
"4225",2007-01-09,"Balad Air Base, Iraq","Moldovan Aeriantur-M Air Cargo
","Antonov 26B-100","34/35(0)",34,35,0.97,"2007"
"4226",2007-01-09,"Zapotlanejo, Mexico","Ameristar Jet Charter
","Learjet 24F","2/2(0)",2,2,1,"2007"
"4227",2007-01-12,"Van Nuys, California","SunQuest Executive Air Charter
","Cessna Citation 525","2/2(0)",2,2,1,"2007"
"4228",2007-01-20,"Baghdad, Iraq","Military - US Army
","Sikorsky UH-60L Black Hawk","12/12(0)",12,12,1,"2007"
"4229",2007-01-25,"Pau, France","Regional Compagnie Aerienne Europeenne
","Fokker 100","0/54(1)",0,54,0,"2007"
"4230",2007-02-06,"East Bay Cay, Turks & Caicos Islands","Air Turks & Caicos
","Beechcraft Super King Air B200","1/6(0)",1,6,0.17,"2007"
"4231",2007-02-07,"Belgrade, Montana","Metro Aviation
","Beechcraft Super King Air B200","3/3(0)",3,3,1,"2007"
"4232",2007-03-07,"Yogyakarta, Indonesia","Garuda Indonesia Airlines
","Boeing B-737-497","22/140(0)",22,140,0.16,"2007"
"4233",2007-03-08,"Princeville, Hawaii","Heli-USA Airways
","Aerospatiale AS350BA Rotocraft","4/7(0)",4,7,0.57,"2007"
"4234",2007-03-11,"Hanea, Kauai, Hawaii","Inter-Island
","Mc Donnell Douglas 369FF Rotocraft","1/5(0)",1,5,0.2,"2007"
"4235",2007-03-14,"Fazenda Nossa Senhora de Lourdes, Brazil","Bahia Taxi Aéreo
	
Bahia Taxi Aéreo
	
Bahia Taxi Aéreo
","Rockwell 500S Shrike Commander","4/4(0)",4,4,1,"2007"
"4236",2007-03-17,"Samara, Russia","UTAir Airlines
","Tuolev 134AK","6/57(0)",6,57,0.11,"2007"
"4237",2007-03-23,"Mogadishu, Somalia","Transaviaexport Airlines
","Ilushin Il-76TD","11/11(0)",11,11,1,"2007"
"4238",2007-04-25,"Kopinang, Guyana","Air Services
","Pilatus Britten Norman BN-2A-27 Islander","3/5(0)",3,5,0.6,"2007"
"4239",2007-04-27,"Shatoi, Chechnya","Military - Russian
","Mi 8","18/18(0)",18,18,1,"2007"
"4240",2007-05-05,"Dizangue, Cameroon","Kenya Airways
","Boeing B-737-8AL","114/114(0)",114,114,1,"2007"
"4241",2007-05-06,"El-Thamad, Egypt","Military - French Air Force
","de Havilland Canada DHC-6 Twin Otter","9/9(0)",9,9,1,"2007"
"4242",2007-05-17,"Walikale Airstrip, Congo","Safe Air Complany
","Let 410UVP","3/3(0)",3,3,1,"2007"
"4243",2007-05-24,"Pampa Hermosa, Peru","Military - Peruvian Air Force
","de Havilland Canada DHC-6 Twin Otter 300","13/20(0)",13,20,0.65,"2007"
"4244",2007-06-03,"Freetown, Sierra Leone","Paramount Airlilnes
","Mi-8","21/22(0)",21,22,0.95,"2007"
"4245",2007-06-04,"Milwaukee, Wisconson","University of Michigan Health System
","Cessna 550 Citation II","6/6(0)",6,6,1,"2007"
"4246",2007-06-13,"Selenge province, Mongolia","Mongolian Defense Ministry
","Mi-8","15/22(0)",15,22,0.68,"2007"
"4247",2007-06-16,"Vungano Hills, Malawi","Nyika Safaris
","Cessna 206","6/6(0)",6,6,1,"2007"
"4248",2007-06-21,"Kamina, Congo","Karibu Airways
","Let 410UVP","1/25(0)",1,25,0.04,"2007"
"4249",2007-06-25,"Sihanoukville, Cambodia","PMT Air
","Antonov AN-24V","22/22(0)",22,22,1,"2007"
"4250",2007-06-28,"M'Banza Congo, Angola","TAAG Angola Airlines
","Boeing 737-2M2","5/78(0)",5,78,0.06,"2007"
"4251",2007-07-05,"Connemara, Ireland","Charter - Private
","Cessna 208B Grand Caravan","2/9(0)",2,9,0.22,"2007"
"4252",2007-07-05,"Culiacan, Mexico","Jett Paqueteria SA
","North American CT-39A Sabreline","3/3(6)",3,3,1,"2007"
"4253",2007-07-08,"Muncho Lake, British Columbia, Canada","Liard Air
","de Havilland DHC-6 Twim Otter 100","1/5(0)",1,5,0.2,"2007"
"4254",2007-07-17,"Sao Paulo, Brazil","TAM (Brazil)
","Airbus A-320-233","187/187(12)",187,187,1,"2007"
"4255",2007-07-23,"Shinile, Ethiopia","Djibouti Airlines
","Antonov AN-26V","1/9(0)",1,9,0.11,"2007"
"4256",2007-07-24,"Rudyerd Bay, Alaska","Taquan Air Service
","de Havilland DHC-2 MK.1 Beaver","5/5(0)",5,5,1,"2007"
"4257",2007-07-29,"Moscow, Russia","Atran
","Antonov AN-12BP","9/9(0)",9,9,1,"2007"
"4258",2007-08-05,"Ruidoso, New Mexico","Southwest Medivac
","Beechcraft King Air E-90","5/5(0)",5,5,1,"2007"
"4259",2007-08-09,"Moorea, French Polynesia","Air Moorea
","de Havilland Canada DHC-6 Twin Otter 300","20/20(0)",20,20,1,"2007"
"4260",2007-08-16,"Ketchikan, Alaska","SeaWind Aviation
","de Havilland Canada DHC-2 Beaver","6/10(0)",6,10,0.6,"2007"
"4261",2007-08-22,"Curitiba, Brazil","Two Taxi Aero
","Embraer EMB-110P1 Bandeirant","2/2(0)",2,2,1,"2007"
"4262",2007-08-22,"Kirkuk, Iraq","Military - U.S. Army
","UH-60 Blackhawk helilcopter","14/14(0)",14,14,1,"2007"
"4263",2007-08-26,"Kongolo, Democratic Republic Congo","Great Lakes Business Complany
","Antonov AN-32","14/15(0)",14,15,0.93,"2007"
"4264",2007-09-07,"Goma, Democratic Republic Congo","Galaxy Kavatsi Airlines
","Antonov AN-12BP","8/8(0)",8,8,1,"2007"
"4265",2007-09-16,"Phuket, Thailand","One-Two-Go Airlines
","McDonnell Douglas MD-82","90/130(0)",90,130,0.69,"2007"
"4266",2007-09-24,"Malemba Nkulu, DR Congo","Karibu Airways
","Let 410","1/6(0)",1,6,0.17,"2007"
"4267",2007-10-04,"Kinshasa, DR Congo","Africa One Congo
","Antonov AN-26","21/22(30)",21,22,0.95,"2007"
"4268",2007-10-04,"Alamosa, Colorado","Scenic Air Tours
","Beechcraft King Air C90A","3/3(0)",3,3,1,"2007"
"4269",2007-10-07,"White Pass, Washington","Kapowsin Air Sports
","Cessna 208 Caravan","10/10(0)",10,10,1,"2007"
"4270",2007-10-08,"Cubarral, Colombia","Nacional de Aviacion
","Let 410 UVP-E10A","18/18(0)",18,18,1,"2007"
"4271",2007-11-04,"Sao Paulo, Brazil","Reali Taxi Aereo
","Learjet 35A","2/2(6)",2,2,1,"2007"
"4272",2007-11-08,"Khartoum, Sudan","Juba Air Cargo
","Antonov 12","0/4(2)",0,4,0,"2007"
"4273",2007-11-30,"Isparta, Turkey","Atlasjet Airlines
","McDonnell Douglas MD-83","57/57(0)",57,57,1,"2007"
"4274",2007-12-03,"Whittier, Alaska","Evergreen Alaska Helicopters, Inc.
","Eurocopter Deutschland BK117C1","4/4(0)",4,4,1,"2007"
"4275",2007-12-05,"Columbus, Ohio","Castle Aviation
","Cessna 208B Caravan I Super Cargomaster","2/2(0)",2,2,1,"2007"
"4276",2007-12-09,"Kiev, Ukraine","Fun Air
","Beechcraft King Air C90B","5/5(0)",5,5,1,"2007"
"4277",2008-01-04,"Los Roques, Venezuela","Transaven
","Let 410 UVP-E3","18/18(0)",18,18,1,"2008"
"4278",2008-01-05,"Kodiak, Alaska","Servant Air
","Piper PA-31-350 Navajo","6/10(0)",6,10,0.6,"2008"
"4279",2008-01-12,"Blace, Macedonia","Military - Macedonian Air Force
","Mi-17 Helicopter","11/11(0)",11,11,1,"2008"
"4280",2008-01-14,"Lihu, Hawaii","Apline Aviation
","Beechcraft 1900C-1","1/1(0)",1,1,1,"2008"
"4281",2008-01-17,"London, England","British Airways
","Boeing 777-236ER","0/152(0)",0,152,0,"2008"
