"","crashDates","crashLocation","crashOperator","crashType","crashOutcome","crashF","crashP","Prop","crashYear"
"2465",1982-09-21,"Kotzbue, Alaska","Air Taxi - Baker Aviation
","Cessna U206G","4/6(0)",4,6,0.67,"1982"
"2466",1982-09-29,"Luxembourg, Luxembourg","Aeroflot
","Ilyushin IL-62M","14/77(0)",14,77,0.18,"1982"
"2467",1982-10-20,"Atlantic Ocean","Air Taxi
","Piper PA-31","8/8(0)",8,8,1,"1982"
"2468",1982-11-17,"Taiwan","Far Eastern Air Transport
","Bell 212","15/15(0)",15,15,1,"1982"
"2469",1982-11-23,"Cullman, Alabama","Air Taxi -Central American International
","Beechcraft 95-B55","2/2(0)",2,2,1,"1982"
"2470",1982-11-29,"Lubango, Angola","TAAG Angola Airlines
","Antonov AN-26","15/15(0)",15,15,1,"1982"
"2471",1982-11-30,"Quetame, Colombia","Aerolineas Centrales de Colombia
","de Havilland Canada DHC-6 Twin Otter 310","22/22(0)",22,22,1,"1982"
"2472",1982-12-01,"Douglassville, Pennsylvania","Air Taxi - Basco Flying Service Inc.
","Piper PA-32-260","3/5(0)",3,5,0.6,"1982"
"2473",1982-12-07,"Pueblo, Colorado","Pioneer Airlines
","Swearingen SA.227AC Metro III","2/2(0)",2,2,1,"1982"
"2474",1982-12-09,"San Andres de Bocay, Nicaragua","Military - Nicaraguan Air Force
","Mil Mi-8 (helicopter)","84/88(0)",84,88,0.95,"1982"
"2475",1982-12-09,"La Serena, Chile","Aeronor Chile
","Fairchild F-27J","46/46(0)",46,46,1,"1982"
"2476",1982-12-09,"Klawock, Alaksa","Air Taxi - Tyee Airlines Inc.
","de Havilland DHC-2","8/8(0)",8,8,1,"1982"
"2477",1982-12-15,"Defiance, Ohio","Air Taxi - Custom Air Transport Inc.
","Cessna T210","2/2(0)",2,2,1,"1982"
"2478",1982-12-22,"Mesvres, France","Rijnmond Air Services
","Piper PA-31-350 Chieftain","10/10(0)",10,10,1,"1982"
"2479",1982-12-23,"Rostov-on-Don, Russia","Aeroflot
","Antonov AN-26","16/16(0)",16,16,1,"1982"
"2480",1982-12-24,"Guangzhou, China","CAAC
","Ilyushin IL-18B","25/69(0)",25,69,0.36,"1982"
"2481",1983-01-09,"Brainerd, Minnesota","Republic Airlines
","Convair 580-11A","1/33(0)",1,33,0.03,"1983"
"2482",1983-01-11,"Detroit, Michigan","United Air Lines
","McDonnell Douglas DC-8-54F37","3/3(0)",3,3,1,"1983"
"2483",1983-01-14,"Karimui, Papua New Guinea","Talair
","Britten Norman BN-2A-20 Trislander","10/10(0)",10,10,1,"1983"
"2484",1983-01-16,"Ankara, Turkey","Turkish Airlines (THY)
","Boeing B-727-2F2","47/67(0)",47,67,0.7,"1983"
"2485",1983-02-13,"Fayetteville, North Carolina","Military - U.S. Air Force
","Lockheed C-130H Hercules","6/6(0)",6,6,1,"1983"
"2486",1983-02-23,"Brooksville, Florida","Air Taxi - Capital Aviation Services
","Piper PA-32-301","2/2(0)",2,2,1,"1983"
"2487",1983-03-09,"Macae, Brazil","Aeroleo Taxi Aereo
","Bell 212","11/11(0)",11,11,1,"1983"
"2488",1983-03-10,"Shach Goan, Afghanistan","Bakhtar Afghan Airlines
","de Havilland Canada DHC-6 Twin Otter 300","19/19(0)",19,19,1,"1983"
"2489",1983-03-11,"Barquisimeto Venezuela","Avensa
","McDonnell Douglas DC-9-32","23/50(0)",23,50,0.46,"1983"
"2490",1983-03-24,"Jeffersonville, Georgia","Air Taxi
","Mitsubishi MU-2B-60","4/4(0)",4,4,1,"1983"
"2491",1983-03-30,"Newark, New Jersey","Central Airlines
","Learjet 25","2/2(0)",2,2,1,"1983"
"2492",1983-04-03,"Guangzhou, China","Total
","Beech Super King Air 200","8/8(0)",8,8,1,"1983"
"2493",1983-04-07,"Selawik, Alaska","Munz Northern Airlines
","Britten-Norman BN-2A-8 Islander","2/3(0)",2,3,0.67,"1983"
"2494",1983-04-16,"Khartoum, Sudan","Air Liberia
","Hawker Siddeley HS-748-329 Srs. 2A","8/9(9)",8,9,0.89,"1983"
"2495",1983-04-19,"Toba, Japan","Japan Air Self-Defence Force
","Kawasaki C-1 / Kawasaki C-1","14/14(0)",14,14,1,"1983"
"2496",1983-04-19,"Leninakan, Russia","Aeroflot
","Yakovlev YAK-40","21/21(0)",21,21,1,"1983"
"2497",1983-04-26,"Iwakuni AB, Japan","Military - Japan Maritime Self Defense Force
","PS-1","11/14(0)",11,14,0.79,"1983"
"2498",1983-04-29,"Guayaquil, Ecuador","SAN Ecuador
","Sud Aviation SE-210 Caravelle VIR","8/100(0)",8,100,0.08,"1983"
"2499",1983-04-30,"Jacksonville, Florida","Military - United States Navy
","Convair CV-340","15/15(0)",15,15,1,"1983"
"2500",1983-05-05,"En route Miami, FL - Nassau, Bahamas","Eastern Air Lines
","Lockheed L-1011","0/172(0)",0,172,0,"1983"
"2501",1983-05-05,"Ban Ta Khli, Thailand","Military - Royal Thai Air Force
","Fairchild C-123K","30/30(0)",30,30,1,"1983"
"2502",1983-06-02,"Cincinnati International Airport, Covington/Hebron, Kentucky","Air Canada
","McDonnell Douglas DC-9-32","23/46(0)",23,46,0.5,"1983"
"2503",1983-06-02,"Tanjung Karang, Indonesia","Garuda Indonesia Airlines
","Fokker F-28 Fellowship 3000RC","3/61(0)",3,61,0.05,"1983"
"2504",1983-06-05,"Cape Town, South Africa","Air Taxi - Linair Express
","Cessna 402B","7/9(0)",7,9,0.78,"1983"
"2505",1983-06-06,"Quemoy, Taiwan","Military - Republic of China Air Force
","Fairchild C-199G","47/47(0)",47,47,1,"1983"
"2506",1983-06-08,"Cold Bay, Alaska","Reeve Aleutian Airways
","Lockheed L-188C Electra","0/15(0)",0,15,0,"1983"
"2507",1983-06-16,"Kauai, Hawaii","Military - U.S. Navy
","Lockheed P-3B Orion","14/14(0)",14,14,1,"1983"
"2508",1983-06-21,"Niela, Mali","Air Mali
","de Havilland Canada DHC-6 Twin Otter 300","7/7(0)",7,7,1,"1983"
"2509",1983-06-25,"Cortez, Colorado","Air Taxi - Four Corners Aviation Inc.
","Cessna U206","2/5(0)",2,5,0.4,"1983"
"2510",1983-06-28,"Las Vegas, Nevada","Military - U.S. Air Force
","Lockheed C-130H Hercules","6/6(0)",6,6,1,"1983"
"2511",1983-07-01,"Labe, Guinea","CAAK
","Ilyushin IL-62M","23/23(0)",23,23,1,"1983"
"2512",1983-07-11,"Cuenca, Azuay, Ecuador","TAME
","Boeing B-737-2V2","119/119(0)",119,119,1,"1983"
"2513",1983-07-16,"Scilly Islands, UK","British Airways Helicopters
","Sikorsky S-61N-II","20/26(0)",20,26,0.77,"1983"
"2514",1983-07-23,"Gimli, Manitoba, Canada","Air Canada
","Boeing B-767-233ER","0/69(0)",0,69,0,"1983"
"2515",1983-07-26,"Ambone, Indonesia","Bali International Air Service
","Cessna 404 Titan","7/11(0)",7,11,0.64,"1983"
"2516",1983-08-05,"Bula, Indonesia","Bali International Air Service
","Britten-Norman BN-2A-21 Islander","2/2(0)",2,2,1,"1983"
"2517",1983-08-11,"Evart, Michigan","Air Taxi - Northern Air Services Inc.
","Beechcraft G18S","2/2(0)",2,2,1,"1983"
"2518",1983-08-17,"Grand Canyon, Arizona","Las Vegas Airlines
","Piper PA-31-350 Chieftain","10/10(0)",10,10,1,"1983"
"2519",1983-08-27,"Dundo, Angola","Transamerica Airlines
","Lockheed L-100-30 Hercules","7/7(0)",7,7,1,"1983"
"2520",1983-08-28,"Adavale, Queensland, Australia","Moore's Air Charter
","Beech Super King Air 200","12/12(0)",12,12,1,"1983"
"2521",1983-08-30,"Alma-Ata, Kazakastan, USSR","Aeroflot
","Tupolev TU-134A","90/90(0)",90,90,1,"1983"
"2522",1983-09-01,"Sakhalin Island, Russia","Korean Airlines
","Boeing B-747-230B","269/269(0)",269,269,1,"1983"
"2523",1983-09-02,"Smithers, British Columbia, Canada","Central Mountain Air Services
","Britten-Norman BN-2A-21 Islander","9/9(0)",9,9,1,"1983"
"2524",1983-09-14,"Guilin, China","CAAC
","Hawker Siddeley Trident 2E /  II-28","11/106(0)",11,106,0.1,"1983"
"2525",1983-09-23,"Mina Jebel Ali, UAE","Gulf Air
","Boeing B-737-2P6","112/112(0)",112,112,1,"1983"
"2526",1983-09-23,"Flagstaff, Arizona","Air Taxi - Fiesta Airline
","Cessna TU206C","2/2(0)",2,2,1,"1983"
"2527",1983-09-28,"Lanyu Island, Taiwan","Taiwan Airlines
","Britten-Norman BN-2A-26 Trislander","10/10(0)",10,10,1,"1983"
"2528",1983-10-05,"Springfield, Missouri","Air Taxi - Ozark Skyways Inc.
","Cessna 182R","4/4(0)",4,4,1,"1983"
"2529",1983-10-07,"Aracatuba, Brazil","TAM Lineas Aéreas Regional
","Embraer 110C Bandeirante","7/15(0)",7,15,0.47,"1983"
"2530",1983-10-08,"Lonkin, Myanmar","Burma Airways
","de Havilland Canada DHC-6 Twin Otter 300","9/14(0)",9,14,0.64,"1983"
"2531",1983-10-11,"Pinckneyville, Illinois","Air Illinois
","Hawker Siddeley HS-748-FAA","10/10(0)",10,10,1,"1983"
"2532",1983-10-28,"Middletown, Pennsylvania","Pennsylvania Airlines
","Shorts 330-200","1/30(0)",1,30,0.03,"1983"
"2533",1983-11-08,"Lubango, Huila, Angola","TAAG Angola Airlines
","Boeing B-737-200","130/130(0)",130,130,1,"1983"
"2534",1983-11-23,"Landsdowne House, Canada","Austin Airways
","de Havilland Canada DHC-6 Twin Otter 300","4/7(0)",4,7,0.57,"1983"
"2535",1983-11-26,"Midland, Texas","Air Taxi - Texas Western Aviation
","Beechcraft B-100","8/8(0)",8,8,1,"1983"
"2536",1983-11-27,"Madrid-Barajas, Spain","AVIANCA
","Boeing B-747-283B","181/192(0)",181,192,0.94,"1983"
"2537",1983-11-28,"Enugu, Nigeria","Nigeria Airways
","Fokker F-28 Fellowship 2000","53/72(0)",53,72,0.74,"1983"
"2538",1983-12-07,"Madrid, Spain","Iberia Airlines / Aviaco
","Boeing B-727-200 / DC9-32","93/135(0)",93,135,0.69,"1983"
"2539",1983-12-09,"Put-In-Bay, Ohio","Air Taxi - Island Airlines
","Cessna 207","4/4(0)",4,4,1,"1983"
"2540",1983-12-14,"Medellin, Colombia","TAMPA Colombia
","Boeing 707-373C","3/3(22)",3,3,1,"1983"
"2541",1983-12-17,"Paulatuk, Northwest Territory, Canada","Inuvik Coastal Airways
","de Havilland Canada DHC-6 Twin Otter 200","2/12(0)",2,12,0.17,"1983"
"2542",1983-12-24,"Leshukonskoye, Russia","Aeroflot
","Antonov AN-24","44/49(0)",44,49,0.9,"1983"
"2543",1984-01-02,"Amman, Jordan","Military - Royal Jordanian Air Force
","CASA 212-A3 Aviocar 100","13/13(0)",13,13,1,"1984"
"2544",1984-01-03," Novoagansk, Russia","Aeroflot
","Mi-6","38/76(0)",38,76,0.5,"1984"
"2545",1984-01-09,"Saint Louis, Missouri","Skycraft Air Transport
","Douglas DC-3","1/2(0)",1,2,0.5,"1984"
"2546",1984-01-10,"Sofia, Bulgaria","Balkan Bulgarian Airlines
","Tupolev TU-134A","50/50(0)",50,50,1,"1984"
"2547",1984-01-13,"Cochabamba, Bolivia","North East Bolivian Airways
","Douglas EC-54U","1/3(0)",1,3,0.33,"1984"
"2548",1984-01-24,"Manado, Indonesia","Pelita Air Service
","CASA 212 Aviocar 200","6/9(0)",6,9,0.67,"1984"
"2549",1984-01-28,"Izhevsk, Russia","Aeroflot
","Antonov An-24RV","4/51(0)",4,51,0.08,"1984"
"2550",1984-01-30,"Terre Haute, Indiana","Britt Airways
","Swearingen SA.226TC Metro II","3/3(0)",3,3,1,"1984"
"2551",1984-02-16,"Debre Zelt, Ethiopia","Military - Ethiopian Air Force
","Antonov AN-12","26/38(0)",26,38,0.68,"1984"
"2552",1984-02-19,"San Gerardo, El Salvador","Military - Salvadoran Air Force
","Bell UH-1H / Bell UH-1H","28/28(0)",28,28,1,"1984"
"2553",1984-02-20,"Prosperine, Australia","Flight Safety Australia
","Cessna 500 Citation I","2/2(0)",2,2,1,"1984"
"2554",1984-02-24,"Colombia","Taxi Aéreo del Guaviare
","Cessna 404 Titan","7/7(0)",7,7,1,"1984"
"2555",1984-02-27,"Matsuyama, Japan","Military - Japan Maritime Self Defense Force
","PS-1","12/12(0)",12,12,1,"1984"
"2556",1984-02-28,"JFK Airport, New York, New York","Scandinavian Airlines (SAS)
","McDonnell Douglas DC-10-30","0/177(0)",0,177,0,"1984"
"2557",1984-02-28,"Borja, Spain","Military - U.S. Air Force
","Lockheed C-130E","18/18(0)",18,18,1,"1984"
"2558",1984-03-05,"Cumberland, Maryland","Air Taxi
","Piper PA-31","3/3(0)",3,3,1,"1984"
"2559",1984-03-13,"Barranquilla, Colombia","Aerosucre Colombia
","Curtiss C-46A","4/6(0)",4,6,0.67,"1984"
"2560",1984-03-16,"San Borja, Bolivia","Lloyd Aereo Boliviano
","Fairchild F-27M","23/23(0)",23,23,1,"1984"
"2561",1984-03-24,"Rurrenabaque, Bolivia","Frigorifico Reyes
","Douglas C-54","5/5(0)",5,5,1,"1984"
"2562",1984-03-24,"Hunghae, South Korea","Military - U.S. Marine Corps
","Sikorsky CH-53D","29/29(0)",29,29,1,"1984"
"2563",1984-03-31," Bimini","State Airlines
","Cessna 402B","6/6(0)",6,6,1,"1984"
"2564",1984-04-04,"Florianopolis, Brazil","Líder Táxi Aéreo
","PT-LCN","4/4(0)",4,4,1,"1984"
"2565",1984-04-18," Imperatriz, Brazil","VOTEC / VOTEC
","Embraer 110EJ Band./Embraer 110P Band.","19/35(0)",19,35,0.54,"1984"
"2566",1984-05-08,"Elbet Beni Salama, Egypt","Military - Egyptian Air Force
","McDonnel F-4E Phantom II","2/2(19)",2,2,1,"1984"
"2567",1984-05-15,"Ushuaia, Argentina","Tierra del Fuego Province
","Gates Learjet 35A","12/12(0)",12,12,1,"1984"
"2568",1984-05-30,"Chalkhill, Pennsylvania","Zantop International Airlines
","Lockheed L-188AF Electra","4/4(0)",4,4,1,"1984"
"2569",1984-06-04,"Windsor Locks, Connecticut","Air Continental
","Learjet 23A","3/3(0)",3,3,1,"1984"
"2570",1984-06-19,"Island Beach, New Jersey","Air Taxi - Raco Helicopters Corp.
","Aerospeciale AS-350D","3/3(0)",3,3,1,"1984"
"2571",1984-06-28,"Sao Pedro d' Aldeia, Brazil","TAM Lineas Aéreas Regional
","Embraer 110C Bandeirante","18/18(0)",18,18,1,"1984"
"2572",1984-07-01,"Port Hardy, British Columbia, Canada","Coval Air
","Beechcraft 18","9/9(0)",9,9,1,"1984"
"2573",1984-07-11,"Buenavista, Philippines","Military - Philippine Air Force
","Bell UH-1H","30/30(0)",30,30,1,"1984"
"2574",1984-07-12,"Sigonella AFB, Italy","Military - U.S. Air Force
","Lockheed C-141B","9/9(0)",9,9,1,"1984"
"2575",1984-07-21,"Ouzinkie, Alaska","Air Taxi - Aero-Venture
","Grumman G-21A","4/4(0)",4,4,1,"1984"
"2576",1984-07-21,"Tau Island, American Samoa","South Pacific Island Airways
","de Havilland Canada DHC-6 Twin Otter 300","1/14(0)",1,14,0.07,"1984"
"2577",1984-07-25,"Anchorage, Alaska","Air Taxi
","Cessna 401","5/5(0)",5,5,1,"1984"
"2578",1984-08-02,"Vieques, Puerto Rico","Vieques Air Link
","Britten-Norman BN-2A Islander","9/9(0)",9,9,1,"1984"
"2579",1984-08-05,"Nawabshah, Pakistan","Aeroflot
","Antonov AN-12BP","24/24(0)",24,24,1,"1984"
"2580",1984-08-05,"Dacca, Bangladesh","Bangladesh Biman
","Fokker F-27 Friendship 600","49/49(0)",49,49,1,"1984"
"2581",1984-08-08,"Machakos, Kenya","Pioneer Airlines
","Cessna 402A","9/9(0)",9,9,1,"1984"
"2582",1984-08-11,"Memphis, Tennessee","Aviation Enterprises
","Douglas DC-3","3/3(0)",3,3,1,"1984"
"2583",1984-08-15,"Wamena, Indonesia","Airfast Indonesia
","Douglas C-47A","2/3(0)",2,3,0.67,"1984"
"2584",1984-08-24,"San Luis Obispo, California","Wings West Airlines / Private
","Beechcraft C99 / Rockwell 112TC","17/17(0)",17,17,1,"1984"
"2585",1984-08-30,"Douala, Cameroon","Cameroon Airlines
","Boeing B-737-2H7C","2/116(0)",2,116,0.02,"1984"
"2586",1984-09-06,"Mt. Musaka, Papua, New Guinea","Talair
","Britten-Norman BN-2A-20 Islander","9/11(0)",9,11,0.82,"1984"
"2587",1984-09-07,"Naples, Florida","Provincetown - Boston Airlines
","Cessna 402C","1/6(0)",1,6,0.17,"1984"
"2588",1984-09-11,"the Kwango River, Zaire","MMM Aero Services
","Handley Page Dart Herald 202","30/30(0)",30,30,1,"1984"
"2589",1984-09-16,"Opole, Poland","APRL
","Antonov An-2T","11/26(0)",11,26,0.42,"1984"
"2590",1984-09-18,"Quito, Ecuador","AECA Cargo
","McDonnell Douglas DC-8F-55","4/4(49)",4,4,1,"1984"
"2591",1984-09-21,"Sarakchar, Afghanistan","Military - Russian Air Force
","Antonov AN-12","50/50(0)",50,50,1,"1984"
"2592",1984-09-26,"near Orillia, Ontario, Canada","Air Niagara
","Cessna 500 Citation I","2/2(0)",2,2,1,"1984"
"2593",1984-10-02,"Ausin, Nevada","Air Taxi - Desert Flying Service
","Cessna R182","3/3(0)",3,3,1,"1984"
"2594",1984-10-09,"Fort Franklin, Canada","Nahanni Air Services
","de Havilland Canada DHC-6 Twin Otter 100","7/7(0)",7,7,1,"1984"
"2595",1984-10-11,"Omsk, Russia","Aeroflot
","Tupolev TU-154B","174/179(4)",174,179,0.97,"1984"
"2596",1984-10-11,"Goose Bay, Newfoundland, Canada","Labradore Airways
","de Havilland Canada DHC-6 Twin Otter 100","4/4(0)",4,4,1,"1984"
"2597",1984-10-27,"Kabul, Afghanistan","Mililtary - Soviet Air Force
","Ilyushin IL-76M","20/20(0)",20,20,1,"1984"
"2598",1984-10-31,"Davao, Philippines","Village Airways
","Douglas C-47B","4/4(0)",4,4,1,"1984"
"2599",1984-11-19,"Inverness, England","Euroair
","Embraer 110P1 Bandeirante","1/1(0)",1,1,1,"1984"
"2600",1984-11-20,"Loja, Peru","TAME
","de Havilland Canada DHC-6 Twin Otter 300","14/14(0)",14,14,1,"1984"
"2601",1984-12-04,"Kostroma, USSR","Aeroflot
","LET 410 M","17/17(0)",17,17,1,"1984"
"2602",1984-12-06,"Jacksonville, Florida","Provincetown - Boston Airlines
","Embraer 110P1 Bandeirante","13/13(0)",13,13,1,"1984"
"2603",1984-12-11,"Pontiac, Michigan","Air Taxi - Richards Aviation Inc.
","Piper PA-31","2/2(0)",2,2,1,"1984"
"2604",1984-12-17,"Bainbridge, New York","Air Taxi - Delaware Aviation LLC
","PA-23-250","4/4(0)",4,4,1,"1984"
"2605",1984-12-19,"Jaen, Peru","Fuerza Aérea del Peru
","de Havilland Canada DHC-6 Twin Otter 300","21/21(0)",21,21,1,"1984"
"2606",1984-12-22,"Bhojpur, Nepal","Royal Nepal Airlines
","de Havilland Canada DHC-6 Twin Otter 300","15/23(0)",15,23,0.65,"1984"
"2607",1984-12-23,"Kranoyarsk, Russia","Aeroflot
","Tupolev TU-154B-2","110/111(0)",110,111,0.99,"1984"
"2608",1985-01-01,"La Paz, Bolivia","Eastern Air Lines
","Boeing B-727-225 Adv","29/29(0)",29,29,1,"1985"
"2609",1985-01-09,"Kansas City, Kansas","TPI International Airways
","Lockheed L-188AF Electra","3/3(0)",3,3,1,"1985"
"2610",1985-01-18,"Jinan, China","CAAC
","Antonov AN-24B","38/41(0)",38,41,0.93,"1985"
"2611",1985-01-19,"Havana, Cuba","Cubana de Aviacion
","Ilyushin IL-18D","38/38(0)",38,38,1,"1985"
"2612",1985-01-20,"Carson, New Mexico","Air Taxi - EMS
","Bell 206 L-1","3/3(0)",3,3,1,"1985"
"2613",1985-01-21,"Reno, Nevada","Galaxy Airlines
","Lockheed L-188A Electra","70/71(0)",70,71,0.99,"1985"
"2614",1985-01-22,"Puerto Castilla, Honduras","Military - U.S. Air Force
","Lockheed C-130A","21/21(0)",21,21,1,"1985"
"2615",1985-01-23,"Cerro el Plateado, Colombia","Aerolineas Centrales de Colombia
","de Havilland Canada DHC-6 Twin Otter 300","23/23(0)",23,23,1,"1985"
"2616",1985-01-23,"Buga, Colombia","AIRES Colombia
","Embraer 110P1 Bandeirante","17/17(0)",17,17,1,"1985"
"2617",1985-02-01,"Whitefield, New Hampshire","Air Taxi - Air Trends Inc.
","Piper PA-31-350","4/5(0)",4,5,0.8,"1985"
"2618",1985-02-01,"Minsk, Belarus, USSR","Aeroflot
","Tupolev TU-134A","58/80(0)",58,80,0.72,"1985"
"2619",1985-02-04,"Soldotna, Alaska","North Pacific Airlines
","Beech Queen Air 65-A80","9/9(0)",9,9,1,"1985"
"2620",1985-02-06,"Altus, Oklahoma","Air Taxi - Oklahoma Airways Inc.
","Cessna 402B","2/2(0)",2,2,1,"1985"
"2621",1985-02-09,"Central Point, Oregon","Air Taxi - Mercy Flights Inc.
","Gulfstream AC-680F","4/4(0)",4,4,1,"1985"
"2622",1985-02-16,"Banjarmasin, Indonesia","Dirgantara Air Services
","Britten-Norman BN-2A Islander","9/10(0)",9,10,0.9,"1985"
"2623",1985-02-19,"Durango, Vizcaya, Spain","Iberia Airlines
","Boeing B-727-256","148/148(0)",148,148,1,"1985"
"2624",1985-02-19,"300 nm NW of San Francisco, California","China Airlines (Taiwan)
","Boeing B-747-SP-09","0/274(0)",0,274,0,"1985"
"2625",1985-02-22,"Timbuktu, Mali","Air Mali
","Antonov AN-24V","50/51(0)",50,51,0.98,"1985"
"2626",1985-02-25,"Valdez, Alaska","Military - U.S. Air Force
","Boeing RC-135T","3/3(0)",3,3,1,"1985"
"2627",1985-03-12,"Fort Hood, Texas","Military - U.S. Air Force
","Lockheed C-130E Hercules","6/6(0)",6,6,1,"1985"
"2628",1985-03-28,"Florencia, Colombia","SATENA
","Fokker F-28 Fellowship 3000","46/46(0)",46,46,1,"1985"
"2629",1985-04-11,"Salta, Argentina","YPF
","HS-125-700B","7/7(0)",7,7,1,"1985"
"2630",1985-04-13,"Athens, Louisiana","Air Taxi - Eidoarie Inc.
","Cessna 320B","4/4(0)",4,4,1,"1985"
"2631",1985-04-15,"Phuket, Thailand","Thai Airways
","Boeing B-737-200","11/11(0)",11,11,1,"1985"
"2632",1985-04-16,"Las Cruces, New Mexico","American Airlines
","Boeing B-727-227","0/89(0)",0,89,0,"1985"
"2633",1985-04-19,"Tuba City, Arizona","Air Taxi - Monument Valley Air Service
","Cessna U206G","6/6(0)",6,6,1,"1985"
"2634",1985-04-20,"Santa Rosa, Bolivia","Carga Aereo Transportada
","Convair CV-440","4/4(0)",4,4,1,"1985"
"2635",1985-04-20,"Kulusuk, Greenland","Aeronica
","Fokker F-27 Friendship 100","2/5(0)",2,5,0.4,"1985"
"2636",1985-05-03,"L'vov, Ukraine, USSR","Aeroflot / Soviet Air Force
","Tupolev TU-134A / Antonov An-26","76/76(0)",76,76,1,"1985"
"2637",1985-05-06,"Tanegashima, Japan","Military - U.S. Marine Corps
","CH-53D","17/17(0)",17,17,1,"1985"
"2638",1985-05-15,"Vilanculos, Mozambique","Empresa Nacional de Transp.  Trabalho Aereo
","Britten-Norman BN-2 Islander","5/5(0)",5,5,1,"1985"
"2639",1985-05-16,"Golovin, Alaska","Air Taxi
","Cessna C-207A","2/5(0)",2,5,0.4,"1985"
"2640",1985-05-21,"Harrison, Arkansas","Acme Air
","Cessna 501 Citation I","2/2(0)",2,2,1,"1985"
"2641",1985-05-28,"Cabimas, Venezuela","Avensa
","Convair CV-580","2/13(0)",2,13,0.15,"1985"
"2642",1985-05-31,"Nashville, Tennessee","General Aviation Inc.
","Grumman G-159 Gulfstream I","2/2(0)",2,2,1,"1985"
"2643",1985-06-14,"Athens, Greece","Trans World Airlines
","Boeing B-727-231","1/153(0)",1,153,0.01,"1985"
"2644",1985-06-23,"Atlantic Ocean, 110 miles West of Ireland","Air India
","Boeing B-747-237B","329/329(0)",329,329,1,"1985"
"2645",1985-06-23,"Juara, Brazil","TABA
","Embraer 110P Bandeirante","17/17(0)",17,17,1,"1985"
"2646",1985-06-28,"Charlotte, North Carolina","Air Taxi - Atlantic Air Service
","Piper PA-42","2/2(0)",2,2,1,"1985"
"2647",1985-07-10,"Uchuduk, Uzbekistan, USSR","Aeroflot
","Tupolev TU-154B-2","200/200(0)",200,200,1,"1985"
"2648",1985-07-19,"Erie, Pennsylvania","Air Ohio - Air Taxi
","Aerostar 601","2/2(0)",2,2,1,"1985"
"2649",1985-07-24,"Leticia, Colombia","Fuerza Aérea Colombiana
","Douglas DC-6B","80/80(0)",80,80,1,"1985"
"2650",1985-08-02,"Ft. Worth-Dallas, Texas","Delta Air Lines
","Lockheed L-1011-1 TriStar","134/163(1)",134,163,0.82,"1985"
"2651",1985-08-12,"Mulia, Indonesia","Merpati Nusantara Airlines
","de Havilland Canada DHC-6 Twin Otter 300","8/19(0)",8,19,0.42,"1985"
"2652",1985-08-12,"Mt. Osutaka, near Ueno Village, Japan","Japan Air Lines
","Boeing B-747-SR46","520/524(0)",520,524,0.99,"1985"
"2653",1985-08-15,"Aden, Yemen","Alyemda Airlines
","Boeing 707-336C","3/73(0)",3,73,0.04,"1985"
"2654",1985-08-20,"Gulkana, Alaska","Air Taxi - Jet Alaska
","Learjet 24D","3/3(0)",3,3,1,"1985"
"2655",1985-08-22,"Manchester, England","British Airtours
","Boeing B-737-236","55/137(0)",55,137,0.4,"1985"
"2656",1985-08-25,"Auburn, Maine","Bar Harbor Airlines
","Beechcraft 99","8/8(0)",8,8,1,"1985"
"2657",1985-08-27,"Beale AFB, California","Military - U.S. Air Force
","Boeing KC-135A","7/7(0)",7,7,1,"1985"
"2658",1985-08-30,"Kokoda, Papua New Guinea","Douglas Airways
","Britten-Norman BN-2A Islander","3/5(0)",3,5,0.6,"1985"
"2659",1985-09-04,"Kandahar, Afghanistan","Ariana Afghan Airlines
","Antonov AN-26","52/52(0)",52,52,1,"1985"
"2660",1985-09-06,"Milwaukee, Wisconsin","Midwest Express
","McDonnell Douglas DC-9-14","31/31(0)",31,31,1,"1985"
"2661",1985-09-22,"Afghanistan","Military - Soviet Air Force
","Antonov AN-12","26/26(0)",26,26,1,"1985"
"2662",1985-09-23,"Grottoes Grove, Virginia","Air Taxi - Henson Airlines
","Beechcraft B99","14/14(0)",14,14,1,"1985"
"2663",1985-09-25,"Kharkov, Ukraine","MAP
","Antonov An-12","9/9(0)",9,9,1,"1985"
"2664",1985-09-29,"Jenkinsburg, Georgia","Air Carriers Express Services Inc
","Cessna 208 Caravan I","17/17(0)",17,17,1,"1985"
"2665",1985-10-04,"Tory Canal, New Zealand","Air Albatross
","Cessna 402B","8/9(0)",8,9,0.89,"1985"
"2666",1985-10-09,"Vitória da Conquista, Brazil","Nordeste Linhas Aéreas
","Embraer 110C Bandeirante","2/2(0)",2,2,1,"1985"
"2667",1985-10-10,"South Head, Australia","Pel Air
","IAI 1124 Westwind","2/2(0)",2,2,1,"1985"
"2668",1985-10-11,"Kutayissi, USSR","Aeroflot
","Yakovlev YAK-40","14/14(0)",14,14,1,"1985"
"2669",1985-10-11,"Homer City, Pennsylvania","Mountain Air Cargo
","de Havilland Canada DHC-6 Twin Otter 200","1/1(0)",1,1,1,"1985"
"2670",1985-10-11,"Beni, Bolivia","Sabeni
","Curtiss C-46D","2/2(0)",2,2,1,"1985"
"2671",1985-10-12,"Putao, Myanmar","Burma Airways
","Fokker F-27 Friendship 600","4/4(0)",4,4,1,"1985"
"2672",1985-10-22,"Juneau, Alaska","Air Taxi - Jet Alaska
","Learjet 24XR","4/4(0)",4,4,1,"1985"
